"id"|"material_name"|"video_url"
1317357|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-解说-游艇激情-0210-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770704200046_lliszr.mp4
1317358|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-解说-强烈欲望-0210-2|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770704200047_cxv1zu.mp4
1313762|BJ-yzt-wxy-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-混剪-求婚-0206-6|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770357288697_wyo5vv.mp4
1317356|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-解说-女仆抖动-0210-4|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770704200046_iz4b6c.mp4
1317752|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-自爆身份-自主-0210-01|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770714871018_4dl94j.mp4
1315283|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-自主烧支票-0208-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260208/oss_web/1770519537689_n6mj64.mp4
1315779|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-你错了-自主-0209-03|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770619251196_cfi2x1.mp4
1315876|BJ-yzt-wxy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-狙击-0209-2|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770621302864_zlegal.mp4
1316914|BJ-hyy-zwy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-闭嘴-0210-02|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770693325177_ipp63q.mp4
1313711|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-新剧-FB-视频-新形式-测试-求婚-0207-03|https://hwmat-enc.ikyuedu.com/encode/panzy@dianzhong.com/files/upload_folder/2026年/2026-02/20260208 Watch Out! I Call the Final Shots/BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-新剧-FB-视频-新形式-测试-求婚-0207-03.mp4
1313716|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-新剧-FB-视频-混剪-他是CEO-自主-0207-06|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770356769779_bv76pa.mp4
1315428|BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-解说-AI生成-孕妇-0208-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770604898910_g9tozs.mp4
